ReferenceID	Authors	Year	Title	Details
"439"	"D.W.Stev."	"1987"		"In: Fairchild Trop. Gard. Bull. 42(3): 26"
"440"	"W.Bull ex Mast."	"1878"		"In: Gard. Chron., n.s. 10(261): 810"
"441"	"Jacq."	"1791"		"In: Collectanea [Jacquin] 3: 263-265"
"715"		"1878"		"In: Gartenflora 27: 13"
"584"	"Regel"	"1878"		"In: Gartenflora 27: 13"
"745"	"Regel"	"1878"		"In: Gartenflora 27: 13"
"746"	"Regel"	"1878"		"In: Gartenflora 27: 13"
"583"	"Regel"	"1878"		"In: Gartenflora 27: 13"
"442"	"Miq."	"1851"		"In: Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 184"
"51"	"Hort. ex Regel"	"1876"		"In: Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 308"
"443"	"Mast."	"1868"		"In: Gard. Chron. 25(14): 349"
"444"	"A.DC."	"1868"		"In: Prodr. [A. P. de Candolle] 16(2): 540"
"445"	"Wedd."	"1849"		"In: Ann. Sci. Nat., Bot. ser. 3, 13: 249, pl. 3"
"446"	"Schutzman, R.S.Adams, J.L.Haynes & Whitelock"	"2008"		"In: Cycad Newslett. 31(2-3): 22-26, figs 1-16, 18-19"
"426"	"Thunb."	"1800"		"In: Prodr. Pl. Cap. 2: 92"
"447"	"Miq."	"1852"		"In: Fl. Serres Jard. Eur. 7(6): 141"
"448"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 153"
"449"	"Seem."	"1854"		"In: Bot. Voy. Herald 6: 201-203, t. 43"
"450"	"Vovides, Schutzman & Dehgan"	"1988"		"In: Bot. Gaz. 149(3): 351"
"451"	"Dressler & D.W.Stev."	"1993"		"In: Brittonia 45(1): 5-6, fig. 2"
"452"	"Ducke"	"1922"		"In: Arch. Jard. Bot. Rio de Janeiro 3: 20, pl. 1"
"453"	"Dyer"	"1884"		"In: Biol. Cent.-Amer., Bot. 3: 195"
"454"	"Jacq."	"1801"		"In: Fragm. Bot.: 27, tt. 25-26"
"455"	"S.Brunner"	"1825"		"In: Flora 8: 733"
"456"	"L.f."	"1782"		"In: Suppl. Pl.: 443"
"457"	"L.f."	"1789"		"In: Hort. Kew. (W. Aiton) 3: 478"
"458"	"Calonje, Meerman, M.P.Griff. & Hoese"	"2009"		"In: J. Bot. Res. Inst. Texas 3(1): 31-41, figs. 1-3"
"459"	"Voigt"	"1828"		"In: Syll. Pl. Nov. 2: 53"
"460"	"D.W.Stev. & Sabato"	"2001"		"In: Fl. Colombia (1983+) 21: 38-40, fig. 4"
"461"	"D.W.Stev."	"1993"		"In: Brittonia 45(1): 6, fig. 3"
"15"	"Schutzman, Vovides & R.S.Adams"	"1998"		"In: Phytologia 85(3): 140144, f. 1, 3a, 4"
"462"	"Schutzman, Vovides & R.S.Adams"	"2003"		"In: Phytologia 85(6): 389 (1998 publ. 21 Aug. 2003)"
"463"	"D.W.Stev."	"2001"		"In: Fl. Colombia (1983+) 21: 40-42, fig. 5"
"464"	"O.F.Cook & G.N.Collins"	"1903"		"In: Contr. U.S. Natl. Herb. 8(2): 267"
"465"	"L.D.Gómez"	"1982"		"In: Phytologia 50(6): 401-404"
"466"	"Miq."	"1845"		"In: Hort. Vanhoutt. 1(1): 20"
"467"	"A.DC."	"1868"		"In: Prodr. [A. P. de Candolle] 16(2): 544"
"716"		"2001"		"In: Novon 11(3): 363"
"787"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 151-152"
"788"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 152"
"242"	"D.B.Ward"	"2001"		"In: Novon 11(3): 363"
"468"	"L.f."	"1789"		"In: Hort. Kew. (W. Aiton) 3: 477"
"717"		"1868"		"In: Prodr. [A. P. de Candolle] 16(2): 541"
"469"	"Miq."	"1868"		"In: Prodr. [A. P. de Candolle] 16(2): 541"
"470"	"de Vriese"	"1845"		"In: Tijdschr. Natuurl. Gesch. Physiol. 12: 24"
"471"	"Dodson"	"1998"		"In: Novon 8(1): 12-14, fig. 1a-f"
"472"	"R.H.Acuña"	"2010"		"In: Brenesia 73-74: 29-33, fig. 1"
"473"	"Pérez-Farr., Vovides & Mart.-Camilo"	"2012"		"In: Nordic J. Bot. 30(5): 565-570"
"474"	"Carabia"	"1941"		"In: Caribbean Forest. 2: 89"
"475"	"Sauvalle"	"1868"		"In: Anales Acad. Ci. Med. Habana 5: 54-55"
"476"	"A.S.Taylor, J.L.Haynes & Holzman"	"2008"		"In: Bot. J. Linn. Soc. 158(3): 399-429, figs. 6, 7a, 8a"
"477"	"S.Calderón & Standl."	"1924"		"In: J. Wash. Acad. Sci. 14(4): 93-94, fig. 1"
"478"	"Jacq."	"1801"		"In: Fragm. Bot.: 27-28, tt. 27, 28"
"479"	"Calonje, H.E.Esquivel & D.W.Stev."	"2012"		"In: Caldasia 34(2): 283-290"
"480"	"Salisb."	"1796"		"In: Prodr. Stirp. Chap. Allerton: 400"
"481"	"D.W.Stev."	"2001"		"In: Fl. Colombia (1983+) 21: 43-44, fig. 6"
"482"	"A.S.Taylor, J.L.Haynes & Holzman"	"2008"		"In: Bot. J. Linn. Soc. 158(3): 399-429, figs. 7c, 8c, 11"
"483"	"A.Lindstr. & Idárraga"	"2009"		"In: Phytotaxa 2: 29-34, figs. 1-3"
"484"	"Vovides, J.D.Rees & Vázq.Torres"	"1983"		"In: Fl. Veracruz 26: 22-24, fig. 3"
"485"	"L.f."	"1789"		"In: Hort. Kew. (W. Aiton) 3: 478"
"821"	"D.B.Ward"	"2016"		"In: Phytologia 98(3): 175"
"822"	"D.B.Ward"	"2016"		"In: Phytologia 98(3): 175"
"823"		"2016"		"In: Phytologia 98(3): 174"
"824"	"D.B.Ward"	"2016"		"In: Phytologia 98(3): 176"
"825"	"D.B.Ward"	"2016"		"In: Phytologia 98(3): 174"
"486"	"D.W.Stev."	"1993"		"In: Brittonia 45(1): 7-9, fig. 4"
"487"	"R.E.Schult."	"1953"		"In: Mutisia 15: 2, fig. p. 5 s.n."
"488"	"E.Rettig"	"1896"		"In: Gartenflora 45: 148-149, fig. 31"
"489"	"Miq."	"1842"		"In: Monogr. Cycad.: 71, t. 8"
"490"	"Schutzman & Vovides"	"1998"		"In: Novon 8(4): 441-446, figs. 1-3"
"491"	"Salisb."	"1796"		"In: Prodr. Stirp. Chap. Allerton: 400"
"492"	"Jacq."	"1801"		"In: Fragm. Bot.: 28, tt. 30-31"
"493"	"Lodd. ex Miq."	"1849"		"In: Tijdschr. Wis-Natuurk. Wetensch. Eerste Kl. Kon. Ned. Inst. Wetensch. 2(4): 298"
"494"	"Prenlel."	"1872"		"In: Bull. Soc. Vaud. Sci. Nat. 11: 278"
"495"	"Dyer"	"1884"		"In: Biol. Cent.-Amer., Bot. 3: 195"
"496"	"Ducke"	"1915"		"In: Arch. Jard. Bot. Rio de Janeiro 1: 9-10, pls 1-2"
"497"	"Miq."	"1847"		"In: Linnaea 19(4): 425"
"498"	"Regel"	"1876"		"In: Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307"
"499"	"Regel"	"1876"		"In: Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307"
"718"		"1876"		"In: Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307"
"500"	"Regel ex André"	"1875"		"In: Ill. Hort. 22: 23, pl. 195"
"501"	"Warsz. ex A.Dietr."	"1851"		"In: Allg. Gartenzeitung 19: 145-146, fig. s.n."
"826"	"D.W.Stev., D.Cárdenas & N.Castaño"	"2018"		"In: Brittonia 70(3): 364 [epublished 19 Jun 2018]"
"502"	"Miq."	"1843"		"In: Tijdschr. Natuurl. Gesch. Physiol. 10: 72-73"
"503"	"Regel"	"1857"		"In: Bull. Soc. Imp. Naturalistes Moscou 30(1): 190"
"719"		"1857"		"In: Bull. Soc. Imp. Naturalistes Moscou 30(1): 190"
"504"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 147"
"505"	"Regel"	"1857"		"In: Bull. Soc. Imp. Naturalistes Moscou 30(1): 190"
"506"	"Jacq."	"1801"		"In: Fragm. Bot.: 28, t. 29"
"507"	"Britton"	"1907"		"In: Bull. New York Bot. Gard. 5(18): 311"
"508"	"D.W.Stev."	"2004"		"In: Cycad Classific. Concepts & Recommend.: 185-186, fig. 14.7"
"509"	"R.E.Schult."	"1958"		"In: Bot. Mus. Leafl. 18: 114, pl. 18"
"510"	"Miq."	"1844"		"In: Linnaea 18(1): 97-98"
"511"	"Linden ex Regel"	"1876"		"In: Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 310, t. 926, fig. e"
"512"	"Jacq."	"1798"		"In: Pl. Rar. Hort. Schoenbr. 3: 77, tt. 397, 398"
"775"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 155-157"
"777"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 157"
"780"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 154-155"
"781"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 155"
"776"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 157-158"
"782"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 158"
"779"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 158"
"778"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 158"
"513"	"Calonje"	"2009"		"In: J. Bot. Res. Inst. Texas 3(1): 23-29, figs. 1-2"
"514"	"D.W.Stev."	"2001"		"In: Fl. Colombia (1983+)21: 55, fig. 11"
"515"	"Miq."	"1861"		"In: Prodr. Syst. Cycad.: 13-14, 25-26"
"737"	"W.Bull"	"1876"		"In: Retail List [Bull] No. 121: 149"
"516"	"Braun"	"1875"		"In: Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376-377"
"517"	"Chamb."	"1926"		"In: Bot. Gaz. 81(2): 219, 223, figs. 1-3"
"518"	"A.DC."	"1868"		"In: Prodr. [A. P. de Candolle] 16(2): 545"
"519"	"Willd."	"1806"		"In: Sp. Pl., ed. 4 [Willdenow] 4: 847-848"
"520"	"Miq."	"1842"		"In: Monogr. Cycad.: 66"
"720"		"1842"		"In: Monogr. Cycad.: 66"
"521"	"Miq."	"1843"		"In: Tijdschr. Natuurl. Gesch. Physiol. 10: 71-72"
"434"	"A.Lindstr., Calonje, D.W.Stev. & A.S.Taylor"	"2013"		"In: Phytotaxa 98(2): 2742, figs. 6-7"
"435"	"de Vriese"	"1838"		"In: Tijdschr. Natuurl. Gesch. Physiol. 4:(4) 421"
"522"	"A.S.Taylor, J.L.Haynes & Holzman"	"2008"		"In: Bot. J. Linn. Soc. 158(3): 399-429, figs. 7b, 8b, 10"
"523"	"D.W.Stev."	"1993"		"In: Brittonia 45(1): 10, fig. 5"
"524"	"Linden ex Wittm."	"1897"		"In: Gartenflora 46: 358"
"525"	"Ducke"	"1922"		"In: Arch. Jard. Bot. Rio de Janeiro 3: 19"
"526"	"A.Braun"	"1875"		"In: Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376"
"527"	"Regel ex Ducos"	"1877"		"In: Ill. Hort. 24: 140, pl. 289"
"528"	"E.Calderón & D.W.Stev."	"2003"		"In: Revista Acad. Colomb. Ci. Exact. 27(105): 486-490"
"529"	"C.Nelson & Sandoval"	"2008"		"In: Ceiba 49(1): 135-136, figs. 1-6"
"530"	"C.Nelson"	"2006"		"In: Ceiba 46(1): 42, figs. 11-13"
"531"	"Miq."	"1844"		"In: Linnaea 17(6): 740"
"532"	"Salisb."	"1796"		"In: Prodr. Stirp. Chap. Allerton: 401"
"582"	"Poepp. ex Eichler"	"1863"		"In: Fl. Bras. (Martius) 4(1): 414"
"830"	"Calonje"	"2018"		"In: Phytotaxa 385(2): 85-93. 2018 [epublished 27 Dec 2018]"
"533"	"Wieland"	"1916"		"In: Amer. Foss. Cycads 2: 212, fig. 86"
"534"	"Dyer"	"1884"		"In: Biol. Cent.-Amer., Bot. 3: 194"
"535"	"Mart. & Eichler"	"1863"		"In: Fl. Bras. (Martius) 4(1): 414-416, t. 109"
"536"	"D.W.Stev., A.Moretti & Vázq.Torres"	"1998"		"In: Delpinoa 37-38: 3-8, fig. 1 (199596 issued 1998)"
"537"	"Urb."	"1899"		"In: Symb. Antill. 1(2): 291"
"538"	"Hort. ex Miq."	"1869"		"In: Verh. Kon. Ned. Akad. Wetensch., Afd. Natuurk. 2(4): 30"
"539"	"W.Bull"	"1881"		"In: Retail List [Bull]: No. 176: 20"
"654"	"Rob."	"1876"		"In: The Garden 9: 559"
"48"	"L.D.Gómez"	"1982"		"In: Phytologia 50(6): 401-404"
"540"	"L.D.Gómez ex D.W.Stev. & Sabato"	"1986"		"In: Taxon 35(1): 141"
"541"	"J.Yates"	"1854"		"In: Bot. Voy. Herald 6: 201-203, 253"
"542"	"L."	"1763"		"In: Sp. Pl. ed. 2. 2: 1659"
"819"		"1981"		"In: J. Arnold Arbor. 61: 719"
"783"	"Eckenw."	"1981"		"In: J. Arnold Arbor. 61: 719"
"543"	"L.f."	"1789"		"In: Hort. Kew. (W. Aiton) 3: 478"
"544"	"Vovides, J.D.Rees & Vázq.Torres"	"1983"		"In: Fl. Veracruz 26: 28-31, fig. 5"
"545"	"Sims"	"1815"		"In: Bot. Mag. 42: t.1741"
"784"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 152-153"
"785"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 153"
"786"	"Miq."	"1868"		"In: Prodr. [A. P. de Candolle] 16(2): 543-544"
"546"	"Calonje, D.W.Stev. & A.Lindstr."	"2010"		"In: Brittonia 62(1): 80-85, figs. 1-2"
"547"	"A.Lindstr."	"2009"		"In: Taxon 58(1): 268"
"548"	"Linden"	"1873"		"In: Cat. General 90: 10"
"549"	"C.Nelson"	"2006"		"In: Ceiba 46(1): 41-42, figs. 1-10"
"550"	"Britton"	"1916"		"In: Bull. Torrey Bot. Club 43: 462"
"551"	"Small"	"1926"		"In: J. New York Bot. Gard. 27(318): 128, figs. 1,2"
"552"	"Warsz. ex A.Dietr."	"1851"		"In: Allg. Gartenzeitung 19: 146, fig. s.n."
"553"	"Schutzman, Vovides & Dehgan"	"1988"		"In: Bot. Gaz. 149(3): 347-351, figs. 1-3"
"554"	"A.DC."	"1868"		"In: Prodr. [A. P. de Candolle] 16(2): 539"
"580"	"Salisb."	"1796"		"In: Prodr. Stirp. Chap. Allerton : 401"
"555"	"Schutzman"	"1984"		"In: Phytologia 55(5): 299-303"
"556"	"Schutzman"	"1989"		"In: Syst. Bot. 14(2): 214-219, figs. 1-2"
"557"	"A.S.Taylor & Holzman"	"2012"		"In: Bot. Rev. (Lancaster) 78(4): 335-344, figs. 1-4"
"558"	"Miq."	"1851"		"In: Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 183"
"559"	"Chamb."	"1926"		"In: Bot. Gaz. 81(2): 223, 225, fig. 4"
"729"	"W.Bull"	"1872"		"In: Retail List [Bull] No. 72: 8"
"560"	"Willd."	"1806"		"In: Sp. Pl., ed. 4 [Willdenow] 4(2): 846"
"561"	"Calonje, H.E.Esquivel & D.W.Stev."	"2011"		"In: Brittonia 63(4): 442-451 , figs. 1-2"
"581"	"L.Linden & Rodigas"	"1885"		"In: Ill. Hort. 32: 27, pl. 547"
"587"	"Willd."	"1806"		"In: Sp. Pl., ed. 4 [Willdenow] 4(2): 845-846"
"562"	"Donn.Sm."	"1903"		"In: Bot. Gaz. 35(1): 8, pl. 1"
"563"	"Dammer"	"1907"		"In: Verh. Bot. Vereins Prov. Brandenburg 48: 117-118"
"652"	"Ducke"	"1922"		"In: Arch. Jard. Bot. Rio de Janeiro 3: 19"
"721"		"1922"		"In: Arch. Jard. Bot. Rio de Janeiro 3: 19"
"564"	"Small"	"1921"		"In: J. New York Bot. Gard. 22: 136, in adnot."
"565"	"B.Walln."	"1996"		"In: Linzer Biol. Beitr. 28(2): 1056"
"566"	"Warsz."	"1845"		"In: Allg. Gartenzeitung 32: 252-253"
"567"	"D.W.Stev., Sabato & De Luca"	"1998"		"In: Delpinoa 37-38: 9-17 , figs. 1-4 (199596 issued 1998)"
"568"	"Mast."	"1868"		"In: Gard. Chron. 25(14): 349"
"569"	"Miq."	"1869"		"In: Verh. Kon. Ned. Akad. Wetensch., Afd. Natuurk. 2(4): 31-32"
"8"	"Braun"	"1875"		"In: Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376"
"1"	"J.Schust."	"1932"		"In: in Engler, Pflanzenr. 99: 149"
"13"	"Miq."	"1851"		"In: Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 182"
